SVID,Name_E,Name_G,TCode,DCode,VCode,MDDS_Code
10000880,Ajeetpur,,0143,22,27238,473001
10000881,Siloda,,0143,22,10000872,
10000882,Khalilpur,,0143,22,10000881,
10000883,Kharkhar,,0143,22,10000881,
10000884,Akodi,,0143,22,10000881,
10000885,Nipaniya hisamuddin,,0143,22,10000881,
10000886,DATYAKHEDI,,0136,56,,
10000887,Dhabla husainpur,,0143,22,10000881,
10000888,SARDARPURA,,0136,56,,
10000889,CHAK,,0136,56,,
10000890,LAXMIPURA,,0136,56,,
10000891,Kalapipal gaon,,0144,22,27433,473195
10000892,NISHANIYA,,0136,56,,
10000893,kalpipal gram,,0144,22,27421,473183
10000894,GHELANA,,0136,56,,
10000895,Pankhedi,,0144,22,27421,473183
10000896,Nanu khedi,,0144,22,27451,473213
10000897,AMANPURA,,0136,56,,
10000898,Dhablaghosi,,0144,22,27465,473227
10000899,Panchdehriya,,0144,22,27465,473227
10000900,Bansla Jagjeevanpura,,0144,22,27465,473227
10000901,Jogkhedi,,0144,22,27465,473227
10000902,Khokara Kalan,,0144,22,27395,473158
10000903,Mohammadpur Machhnai,&nbsp;,0144,22,27387,473150
10000904,KHIMPURA,,0138,56,,
10000905,Chhapri,,0144,22,27390,473153
10000906,Khatikhedi,,0144,22,10000862,
10000907,KHIMPURA,,0138,56,,
10000908,Padliya,&nbsp;,0144,22,10000862,
10000909,BHIKPURA,,0136,56,,
10000910,Arniya Khurd,,0144,22,10000862,
10000911,Bolda,,0144,22,10000862,
10000912,Begam Khedi,,0144,22,10000862,
10000913,kohdiya,,0142,22,10000833,
10000914,BHIKPURA,,0136,56,,
10000915,badnagar,,0138,56,,
10000916,Salkan Khedi,,0144,22,10000862,
10000917,Khejdiya,,0144,22,27466,473228
10000918,BHIKPURA,,0136,56,,
10000919,Bisankheda,,0144,22,27466,473228
10000920,BHIKPURA,,0136,56,,
10000921,BHIKPURA,,0136,56,,
10000922,guradiya sanda,,0138,56,,
10000923,Marethi,,0144,22,27403,473166
10000924,lodha khedi,,0138,56,,
10000925,chilocha,,0142,22,10000833,
10000926,WAZEERPUR,,0142,22,10000833,
10000927,PAMPAPUR,,0142,22,10000833,
10000928,kheda,,0138,56,,
10000929,narela,,0138,56,,
10000930,ram nagar,,0138,56,,
10000931,PIPLODA,,0142,22,10000833,
10000932,MUKATIKHEDA,,0142,22,10000833,
10000933,dhabla kham,,0138,56,,
10000934,SILEPUR,,0142,22,27150,472982
10000935,MIRJAPUR,,0142,22,10000934,
10000936,KAMARDIPUR,,0142,22,10000934,
10000937,KAMARDIPUR,,0142,22,10000934,
10000938,Nandukhedi,&nbsp;,0139,56,,
10000939,JHIKADIYA,,0137,56,,
10000940,dabla chatri,,0138,56,,
10000941,AMLA  BUS STAND,&nbsp;,0137,56,,
10000942,dhabla sudwas,,0138,56,,
10000943,padal,,0138,56,,
10000944,Aalampura,,0139,56,,
10000945,Ghani Khedi,,0139,56,,
10000946,barda rao,,0138,56,,
10000947,vinayga  agar,,0138,56,,
10000948,Kripalpur,,0139,56,,
10000949,Sanawada,&nbsp;,0139,56,,
10000950,Sanawadi,,0139,56,,
10000951,Doulatpur,,0139,56,,
10000952,DEOLA BIHAR,,0140,22,27005,472768
10000953,KAMARDIPUR,,0142,22,10000934,
10000954,Gehun khedi,,0139,56,,
10000955,Lasuldi,&nbsp;,0139,56,,
10000956,JALODA(SHU),,0142,22,10000833,
10000957,Kundlakheda,,0139,56,,
10000958,Sundi,,0139,56,,
10000959,GANANA,,0142,22,10000931,
10000960,CHHOTI POLAY,,0142,22,10000833,
10000961,Khajuri,,0139,56,,
10000962,PATHRIYA,,0142,22,10000833,
10000963,NAYA AKODIYA,,0142,22,27101,472933
10000964,DUDHANA CHK,,0142,22,27101,472933
10000965,MEGHAKHEDI,,0142,22,27070,472902
10000966,CHOMA NEW,,0142,22,27070,472902
10000967,AROLIYA,,0142,22,27078,472910
10000968,BANDAHEDI,,0142,22,27078,472910
10000969,BURLAY,,0142,22,27057,472889
10000970,DEHRIPAL CHK,,0142,22,27057,472889
10000971,Napakheda,,0139,56,,
10000972,Nanukhedi,,0139,56,,
10000973,Deepu chakbada beed,,0139,56,,
10000974,Kolukhedi,,0139,56,,
10000975,Fatehpur mendhaki,,0139,56,,
10000976,Bhancha kheda,,0139,56,,
10000977,PADLI,,0140,22,27005,472768
10000978,KALISINDH,,0140,22,27005,472768
10000979,CHOSLA MUSALMAN,,0140,22,27005,472768
10000980,GHANSODA,,0140,22,27005,472768
10000981,KULMAN KHEDI,,0140,22,27005,472768
10000982,PADLA,,0140,22,27005,472768
10000983,GHATIYA KHURD,,0140,22,27005,472768
10000984,KAMLIYAKHEDI,,0140,22,27005,472768
10000985,RUPAPURA,,0140,22,27037,472787
10000986,KARANPURA,,0140,22,27037,472787
10000987,RANJITPURA,,0140,22,27037,472787
10000988,BHERUPURA,,0140,22,27037,472787
10000989,HAPAKHEDA,,0140,22,27037,472787
10000990,RATIYA KHEDI,,0140,22,27029,472779
10000991,MAKSI,,0140,22,26988,472751
10000992,IMLI TALAB DERA,,0140,22,26950,472713
10000993,PAHADIKHEDA GANDHI GRAM,,0140,22,26950,472713
10000994,lakshmipura,,0140,22,26901,472667
10000995,khankari,,0140,22,26922,472688
10000996,Nalkheda,,0137,56,,
10000997,Badagaon,,0137,56,,
10000998,bordi (tanda),,0140,22,26922,472688
10000999,kheda,,0140,22,26922,472688
10001000,berchha mandi,,0140,22,27005,472768
10001001,chhapriya barodiya,,0140,22,27028,472778
10001002,kisoni,,0140,22,27009,472772
10001003,krishna nagar,,0140,22,27007,472770
10001004,sundarsi,,0140,22,27005,472768
10001005,nipaniya dhakad,,0140,22,26934,472700
10001006,kalyanpura,,0140,22,27005,472768
10001007,umrod dewas,,0140,22,26934,472700
10001008,kasamkhedi,,0140,22,26934,472700
10001009,aaser,,0140,22,26934,472700
10001010,makodi,,0140,22,26975,472738
10001011,jarkhi,,0140,22,26975,472738
10001012,sakrai,,0140,22,26975,472738
10001013,sakhedi,,0140,22,27005,472768
10001014,taleni,,0140,22,27005,472768
10001015,semli,,0140,22,27005,472768
10001016,jorapura,,0140,22,27005,472768
10001017,bharad,,0140,22,26910,472676
10001018,Kalbeliya dera,,0139,56,,
10001019,anandikhedi,,0142,22,27101,472933
10001020,ghunsi,,0140,22,26960,472723
10001021,BADAGAON WARD NO. 1,BADAGAON WARD NO. 1,0044,8,8253,457350
10001022,BADAGAON WARD NO. 2,BADAGAON WARD NO. 2,0044,8,8253,457350
10001023,BADAGAON WARD NO. 3,BADAGAON WARD NO. 3,0044,8,8253,457350
10001024,BADAGAON WARD NO. 4,BADAGAON WARD NO. 4,0044,8,8253,457350
10001025,BADAGAON WARD NO. 5,BADAGAON WARD NO. 5,0044,8,8253,457350
10001026,BADAGAON WARD NO. 6,BADAGAON WARD NO. 6,0044,8,8253,457350
10001027,BADAGAON WARD NO. 7,BADAGAON WARD NO. 7,0044,8,8253,457350
10001028,BADAGAON WARD NO. 8,BADAGAON WARD NO. 8,0044,8,8253,457350
10001029,BADAGAON WARD NO. 9,BADAGAON WARD NO. 9,0044,8,8253,457350
10001030,BADAGAON WARD NO. 10,BADAGAON WARD NO. 10,0044,8,8253,457350
10001031,BADAGAON WARD NO. 11,BADAGAON WARD NO. 11,0044,8,8253,457350
10001032,B,B,0044,8,8253,457350
10001033,BADAGAON WARD NO. 12,BADAGAON WARD NO. 12,0044,8,8253,457350
10001034,BADAGAON WARD NO. 13,BADAGAON WARD NO. 13,0044,8,8253,457350
10001035,BADAGAON WARD NO. 14,BADAGAON WARD NO. 14,0044,8,8253,457350
10001036,BADAGAON WARD NO. 15,BADAGAON WARD NO. 15,0044,8,8253,457350
10001037,KARI WARD NO. 1,KARI WARD NO. 1,0044,8,8100,457197
10001038,KARI WARD NO. 2,KARI WARD NO. 2,0044,8,8100,457197
10001039,KARI WARD NO. 3,KARI WARD NO. 3,0044,8,8100,457197
10001040,KARI WARD NO. 4,KARI WARD NO. 4,0044,8,8100,457197
10001041,KARI WARD NO. 5,KARI WARD NO. 5,0044,8,8100,457197
10001042,KARI WARD NO. 6,KARI WARD NO. 6,0044,8,8100,457197
10001043,KARI WARD NO. 7,KARI WARD NO. 7,0044,8,8100,457197
10001044,KARI WARD NO. 8,KARI WARD NO. 8,0044,8,8100,457197
10001045,KARI WARD NO. 9,KARI WARD NO. 9,0044,8,8100,457197
10001046,KARI WARD NO. 10,KARI WARD NO. 10,0044,8,8100,457197
10001047,KARI WARD NO. 11,KARI WARD NO. 11,0044,8,8100,457197
10001048,KARI WARD NO. 12,KARI WARD NO. 12,0044,8,8100,457197
10001049,KARI WARD NO. 13,KARI WARD NO. 13,0044,8,8100,457197
10001050,KARI WARD NO. 14,KARI WARD NO. 14,0044,8,8100,457197
10001051,KARI WARD NO. 15,KARI WARD NO. 15,0044,8,8100,457197
10001052,VEERNAGAR,VEERNAGAR,0044,8,8263,457360
10001053,SATYANAGAR,SATYANAGAR,0044,8,8263,457360
10001054,BHAGATNAGAR COLONY,BHAGATNAGAR COLONY,0044,8,8100,457197
10001055,KHIRIYA,KHIRIYA,0044,8,8179,457276
10001056,KUNDESHWAR,KUNDESHWAR,0044,8,8124,457221
10001057,PAPORA,PAPORA,0044,8,8192,457289
10001058,JAMUNIYA,JAMUNIYA,0044,8,8222,457319
10001059,JAMUNTALAIYA,JAMUNTALAIYA,0044,8,8234,457331
10001060,BALDEOGARH WARD NO. 1,BALDEOGARH WARD NO. 1,0042,8,7968,457065
10001061,BALDEOGARH WARD NO. 2,BALDEOGARH WARD NO. 2,0042,8,7968,457065
10001062,BALDEOGARH WARD NO. 3,BALDEOGARH WARD NO. 3,0042,8,7968,457065
10001063,BALDEOGARH WARD NO. 4,BALDEOGARH WARD NO. 4,0042,8,7968,457065
10001064,BALDEOGARH WARD NO. 5,BALDEOGARH WARD NO. 5,0042,8,7968,457065
10001065,BALDEOGARH WARD NO. 6,BALDEOGARH WARD NO. 6,0042,8,7968,457065
10001066,BALDEOGARH WARD NO. 7,BALDEOGARH WARD NO. 7,0042,8,7968,457065
10001067,BALDEOGARH WARD NO. 8,BALDEOGARH WARD NO. 8,0042,8,7968,457065
10001068,BALDEOGARH WARD NO. 9,BALDEOGARH WARD NO. 9,0042,8,7968,457065
10001069,BALDEOGARH WARD NO. 10,BALDEOGARH WARD NO. 10,0042,8,7968,457065
10001070,BALDEOGARH WARD NO. 11,BALDEOGARH WARD NO. 11,0042,8,7968,457065
10001071,BALDEOGARH WARD NO. 12,BALDEOGARH WARD NO. 12,0042,8,7968,457065
10001072,BALDEOGARH WARD NO. 13,BALDEOGARH WARD NO. 13,0042,8,7968,457065
10001073,BALDEOGARH WARD NO. 14,BALDEOGARH WARD NO. 14,0042,8,7968,457065
10001074,BALDEOGARH WARD NO. 15,BALDEOGARH WARD NO. 15,0042,8,7968,457065
10001075,KHARGAPUR WARD NO. 1,KHARGAPUR WARD NO. 1,0043,8,8020,457159
10001076,KHARGAPUR WARD NO. 2,KHARGAPUR WARD NO. 2,0043,8,8020,457159
10001077,KHARGAPUR WARD NO. 3,KHARGAPUR WARD NO. 3,0043,8,8020,457159
10001078,KHARGAPUR WARD NO. 4,KHARGAPUR WARD NO. 4,0043,8,8020,457159
10001079,KHARGAPUR WARD NO. 5,KHARGAPUR WARD NO. 5,0043,8,8020,457159
10001080,KHARGAPUR WARD NO. 6,KHARGAPUR WARD NO. 6,0043,8,8020,457159
10001081,KHARGAPUR WARD NO. 7,KHARGAPUR WARD NO. 7,0043,8,8020,457159
10001082,KHARGAPUR WARD NO. 8,KHARGAPUR WARD NO. 8,0043,8,8020,457159
10001083,KHARGAPUR WARD NO. 9,KHARGAPUR WARD NO. 9,0043,8,8020,457159
10001084,KHARGAPUR WARD NO. 10,KHARGAPUR WARD NO. 10,0043,8,8020,457159
10001085,KHARGAPUR WARD NO. 11,KHARGAPUR WARD NO. 11,0043,8,8020,457159
10001086,KHARGAPUR WARD NO. 12,KHARGAPUR WARD NO. 12,0043,8,8020,457159
10001087,KHARGAPUR WARD NO. 13,KHARGAPUR WARD NO. 13,0043,8,8020,457159
10001088,KHARGAPUR WARD NO. 14,KHARGAPUR WARD NO. 14,0043,8,8020,457159
10001089,KHARGAPUR WARD NO. 15,KHARGAPUR WARD NO. 15,0043,8,8020,457159
10001090,SUHAGI,SUHAGI,0042,8,7976,457073
10001091,SATRAI,SATRAI,0042,8,7976,457073
10001092,DARGUWA,DARGUWA,0042,8,8073,457104
10001093,CHHARKI,CHHARKI,0042,8,7945,457042
10001094,BADAIKHERA,BADAIKHERA,0042,8,7936,457033
10001095,KADRAI,KADRAI,0043,8,8020,457159
10001096,KAMALPURA,KAMALPURA,0043,8,8020,457159
10001097,KHUDO,KHUDO,0043,8,8036,457175
10001098,KHUDAN,KHUDAN,0043,8,8040,457179
10001099,DONPATHAR,DONPATHAR,0043,8,8040,457179
10001100,MAHOBIYA,MAHOBIYA,0043,8,8045,457184
10001101,DUBDEI,DUBDEI,0043,8,8045,457184
10001102,SHERMA,SHERMA,0043,8,8045,457184
10001103,HALLAI,HALLAI,0043,8,8045,457184
10001104,BAIRAGARH,BAIRAGARH,0043,8,8045,457184
10001105,FARKA,FARKA,0043,8,10001104,
10001106,FARKA PATHRAI,FARKA PATHRAI,0043,8,10001104,
10001107,KARONDIYA,KARONDIYA,0043,8,7998,457137
10001108,BARME,BARME,0043,8,7998,457137
10001109,PATORI UGAD,PATORI UGAD,0043,8,7998,457137
10001110,SUKKANPURA,SUKKANPURA,0043,8,7998,457137
10001111,GORA KHAS,GORA KHAS,0038,8,7480,456577
10001112,BORESHWAR,BORESHWAR,0038,8,7481,456578
10001113,JABARPURA,JABARPURA,0038,8,7480,456577
10001114,BAGPURA,BAGPURA,0038,8,7481,456578
10001115,GHURARA,GHURARA,0038,8,7481,456578
10001116,MAMORA,MAMORA,0038,8,7481,456578
10001117,MAJRA KHERAI,MAJRA KHERAI,0038,8,7481,456578
10001118,GUDA,GUDA,0041,8,7889,456986
10001119,TEELA PATHARIYA,TEELA PATHARIYA,0041,8,7889,456986
10001120,PATHRIGARH,PATHRIGARH,0041,8,7913,457010
10001121,CHANDIGARH,CHANDIGARH,0041,8,7913,457010
10001122,BENDRI,BENDRI,0041,8,7913,457010
10001123,PATHAPURA,PATHAPURA,0041,8,7873,456970
10001124,PALERA WARD NO. 1,PALERA WARD NO. 1,0041,8,7913,457010
10001125,PALERA WARD NO. 2,PALERA WARD NO. 2,0041,8,7913,457010
10001126,PALERA WARD NO. 3,PALERA WARD NO. 3,0041,8,7913,457010
10001127,PALERA WARD NO. 4,PALERA WARD NO. 4,0041,8,7913,457010
10001128,PALERA WARD NO. 5,PALERA WARD NO. 5,0041,8,7913,457010
10001129,PALERA WARD NO. 6,PALERA WARD NO. 6,0041,8,7913,457010
10001130,PALERA WARD NO. 7,PALERA WARD NO. 7,0041,8,7913,457010
10001131,PALERA WARD NO. 8,PALERA WARD NO. 8,0041,8,7913,457010
10001132,PALERA WARD NO. 9,PALERA WARD NO. 9,0041,8,7913,457010
10001133,PALERA WARD NO. 10,PALERA WARD NO. 10,0041,8,7913,457010
10001134,PALERA WARD NO. 11,PALERA WARD NO. 11,0041,8,7913,457010
10001135,PALERA WARD NO. 12,PALERA WARD NO. 12,0041,8,7913,457010
10001136,PALERA WARD NO. 13,PALERA WARD NO. 13,0041,8,7913,457010
10001137,PALERA WARD NO. 14,PALERA WARD NO. 14,0041,8,7913,457010
10001138,PALERA WARD NO. 15,PALERA WARD NO. 15,0041,8,7913,457010
10001139,NIWARI WARD NO. 1,NIWARI WARD NO. 1,0036,8,7324,456421
10001140,NIWARI WARD NO. 2,NIWARI WARD NO. 2,0036,8,7324,456421
10001141,NIWARI WARD NO. 3,NIWARI WARD NO. 3,0036,8,7324,456421
10001142,NIWARI WARD NO. 4,NIWARI WARD NO. 4,0036,8,7324,456421
10001143,NIWARI WARD NO. 5,NIWARI WARD NO. 5,0036,8,7324,456421
10001144,NIWARI WARD NO. 6,NIWARI WARD NO. 6,0036,8,7324,456421
10001145,NIWARI WARD NO. 7,NIWARI WARD NO. 7,0036,8,7324,456421
10001146,NIWARI WARD NO. 8,NIWARI WARD NO. 8,0036,8,7324,456421
10001147,NIWARI WARD NO. 9,NIWARI WARD NO. 9,0036,8,7324,456421
10001148,NIWARI WARD NO. 10,NIWARI WARD NO. 10,0036,8,7324,456421
10001149,NIWARI WARD NO. 11,NIWARI WARD NO. 11,0036,8,7324,456421
10001150,NIWARI WARD NO. 12,NIWARI WARD NO. 12,0036,8,7324,456421
10001151,NIWARI WARD NO. 13,NIWARI WARD NO. 13,0036,8,7324,456421
10001152,NIWARI WARD NO. 14,NIWARI WARD NO. 14,0036,8,7324,456421
10001153,NIWARI WARD NO. 15,NIWARI WARD NO. 15,0036,8,7324,456421
10001154,TARICHARKALA WARD NO. 1,TARICHARKALA WARD NO. 1,0036,8,7330,456427
10001155,TARICHARKALA WARD NO. 2,TARICHARKALA WARD NO. 2,0036,8,7330,456427
10001156,TARICHARKALA WARD NO. 3,TARICHARKALA WARD NO. 3,0036,8,7330,456427
10001157,TARICHARKALA WARD NO. 4,TARICHARKALA WARD NO. 4,0036,8,7330,456427
10001158,TARICHARKALA WARD NO. 5,TARICHARKALA WARD NO. 5,0036,8,7330,456427
10001159,TARICHARKALA WARD NO. 6,TARICHARKALA WARD NO. 6,0036,8,7330,456427
10001160,TARICHARKALA WARD NO. 7,TARICHARKALA WARD NO. 7,0036,8,10001154,
10001161,TARICHARKALA WARD NO. 8,TARICHARKALA WARD NO. 8,0036,8,7330,456427
10001162,TARICHARKALA WARD NO. 9,TARICHARKALA WARD NO. 9,0036,8,7330,456427
10001163,TARICHARKALA WARD NO. 10,TARICHARKALA WARD NO. 10,0036,8,7330,456427
10001164,TARICHARKALA WARD NO. 11,TARICHARKALA WARD NO. 11,0036,8,7330,456427
10001165,TARICHARKALA WARD NO. 12,TARICHARKALA WARD NO. 12,0036,8,7330,456427
10001166,TARICHARKALA WARD NO. 13,TARICHARKALA WARD NO. 13,0036,8,7330,456427
10001167,TARICHARKALA WARD NO. 14,TARICHARKALA WARD NO. 14,0036,8,7330,456427
10001168,TARICHARKALA WARD NO. 15,TARICHARKALA WARD NO. 15,0036,8,7330,456427
10001169,HARPALPUR,HARPALPUR,0037,8,7378,456523
10001170,TUKA,TUKA,0037,8,7378,456523
10001171,BUDERA,BUDERA,0037,8,7378,456523
10001172,ORCHHA,ORCHHA,0037,8,7378,456523
10001173,GUDRAI,GUDRAI,0037,8,10001172,
10001174,NAKTA,NAKTA,0037,8,10001172,
10001175,LOTNA,LOTNA,0037,8,10001172,
10001176,AZADPURA,AZADPURA,0037,8,10001172,
10001177,TAPARIAN,TAPARIAN,0037,8,10001172,
10001178,Majhgawan,Majhgawan,0282,44,52921,496165
10001179,Mahuwatola,Mahuwatola,0282,44,53049,
10001180,Nadiya Tola,Nadiya Tola,0282,44,53069,496305
10001181,Thawari Badi,Thawari Badi,0282,44,52996,496232
10001182,Kheda,Kheda,0282,44,52983,496220
10001183,Tola,Tola,0282,44,52996,496232
10001184,Kuwa Kheda,Kuwa Kheda,0282,44,53044,496280
10001185,Manori Mal,Manori Mal,0282,44,53047,496283
10001186,Pahadi,Pahadi,0280,44,52605,495748
10001187,BISEN KA PURA,,0017,3,2116,453458
10001188,RAGHUPURA,,0017,3,2116,453458
10001189,DONGARPURA,,0012,3,1485,452823
10001190,BAROI,,0012,3,1441,452779
10001191,Chhibla,Chhibla,0252,39,46858,489884
10001192,Bargi,Bargi,0252,39,46905,489930
10001193,SHANKARPURA,,0017,3,2146,453488
10001194,Nadawaro,Nadawaro,0251,39,46378,489625
10001195,IMLAHA,,0017,3,2138,453480
10001196,DOLATPURA,,0017,3,10001195,
10001197,PODANKAPURA,,0017,3,10001196,
10001198,KHETOLE,,0017,3,10001197,
10001199,LEDHORA,,0017,3,10001198,
10001200,BANTHARE,,0017,3,2139,453481
10001201,KHURTALA,,0017,3,2137,453479
10001202,MACHRIYA,,0017,3,2139,453481
10001203,NOADHNEE,,0017,3,10001200,
10001204,Rojha,Rojha,0250,39,46263,489510
10001205,MADYA,,0017,3,10001199,
10001206,KHURD,,0017,3,10001205,
10001207,Karaiya,Karaiya,0250,39,46237,489484
10001208,ANTIYANKAPURA,,0017,3,10001206,
10001209,ASNET,,0017,3,10001206,
10001210,JULEEKAPURA,,0017,3,2121,453463
10001211,CHAKLEN,,0017,3,2121,453463
10001212,LOADHEPURA,,0017,3,2151,453493
10001213,BANGAD,,0017,3,2154,453496
10001214,CHOKEPURA,,0017,3,2154,453496
10001215,MUCHA,,0017,3,2152,453494
10001216,GURAVAR,,0017,3,2149,453491
10001217,THANUPURA,,0017,3,2155,453497
10001218,Ghurehata,Ghurehata,0098,14,17650,466447
10001219,LOHACHRA,,0017,3,10001217,
10001220,LALUKAPURA,,0017,3,2155,453497
10001221,MADIYAN,,0017,3,10001220,
10001222,Chorahta,Chorahta,0100,14,18131,467253
10001223,AHROALE,,0017,3,10001221,
10001224,BAJLA,,0017,3,10001223,
10001225,Naubasta,Naubasta,0100,14,18020,467147
10001226,CHOTE MORKHE,,0017,3,10001224,
10001227,BADI MORKHE,,0017,3,10001226,
10001228,BHOKOTE,,0017,3,10001227,
10001229,GUDA,,0017,3,10001228,
10001230,KANHAIPURA,,0017,3,10001229,
10001231,MAHAVEER GANJ,,0017,3,2154,453496
10001232,DAMNAPURA,,0017,3,10001231,
10001233,ETAI,,0017,3,10001232,
10001234,VIRONA,,0017,3,2131,453473
10001235,KASHEPURA,,0017,3,10001234,
10001236,BICHOLE,,0017,3,2117,453459
10001237,PRTAPPURA,,0017,3,10001236,
10001238,TULAKAPURA,,0017,3,2113,453455
10001239,AVTAK KI KHODE,,0017,3,2118,453460
10001240,CHIKNIKHODE,,0017,3,10001239,
10001241,Hanumana,Hanumana,0097,14,17182,466310
10001242,kanhupura,,0012,3,1492,452830
10001243,aadarsh paie,,0012,3,1492,452830
10001244,veermpura,,0012,3,1492,452830
10001245,jawash,,0012,3,1492,452830
10001246,Baikunthpur,Baikunthpur,0094,14,16764,465592
10001247,jawash,,0013,3,1532,452870
10001248,PURA RAVJA,,0017,3,2118,453460
10001249,veermpura,,0013,3,1571,452909
10001250,KHERO,,0017,3,2124,453466
10001251,gaduopura,,0012,3,10001245,
10001252,HRADAYKAPURA,,0017,3,10001250,
10001253,biharipura,,0012,3,10001245,
10001254,KACHPURA,,0017,3,10001250,
10001255,dudanpura,,0012,3,10001245,
10001256,KUSMRIYA,,0017,3,10001254,
10001257,dehra,,0012,3,10001245,
10001258,chabirampura,,0012,3,10001245,
10001259,MADVARE CHOTE,,0017,3,10001256,
10001260,kalayanpura,,0012,3,10001245,
10001261,MADVARE BADE,,0017,3,10001259,
10001262,BHEMNAGAR,,0017,3,2125,453467
10001263,GUMANPURA,,0017,3,2128,453470
10001264,RAJPURA,,0012,3,10001245,
10001265,BOHARA,,0017,3,2136,453478
10001266,IEHTAR,,0012,3,10001245,
10001267,MATIYAVL CHOTE,,0017,3,10001265,
10001268,MATIYAVLE BADE,,0017,3,10001267,
10001269,DUBKA,,0017,3,10001268,
10001270,CHACHEPURA,,0017,3,10001269,
10001271,mukutpura,,0012,3,1436,452774
10001272,talpura,,0012,3,1452,452790
10001273,mathipura,,0012,3,1473,452811
10001274,shukhwasipura,,0012,3,1473,452811
10001275,sonelal ka pura,,0012,3,1490,452828
10001276,rahawali,,0012,3,1490,452828
10001277,mevaram ka pura,,0012,3,1490,452828
10001278,kathelanpura,,0012,3,1457,452795
10001279,basvaya,,0012,3,1457,452795
10001280,chonda,,0012,3,1430,452768
10001281,mathipura,,0012,3,1440,452778
10001282,mallapura,,0012,3,1438,452776
10001283,khera,,0012,3,1500,452838
10001284,hetpura,,0012,3,1500,452838
10001285,dal ki madiya,,0012,3,1482,452820
10001286,harchandrapura,,0012,3,1506,452844
10001287,mishranpura,,0012,3,1506,452844
10001288,ambedkarnagar,,0012,3,1506,452844
10001289,seva ka pura,,0012,3,1506,452844
10001290,bagelan pura,,0012,3,1506,452844
10001291,jatawpura,,0012,3,1506,452844
10001292,shivnagar,,0012,3,1506,452844
10001293,devnagar,,0012,3,1506,452844
10001294,govindpura,,0012,3,1506,452844
10001295,bendipura,,0012,3,1506,452844
10001296,Netalpur,Netalpur,0298,46,5838,498794
10001297,SAIPURA,,0004,1,409,
10001298,HEERAPUR,,0004,1,426,451762
10001299,TILLIDERA,&nbsp;,0003,1,230,451565
10001300,BANDKACHRA,,0003,1,223,451558
10001301,GUDDA,,0003,1,366,451701
10001302,GANDHI NAGAR,,0003,1,366,451701
10001303,RAM BADI,,0003,1,322,451657
10001304,SAUBHAGHYA PURA,,0003,1,322,451657
10001305,ROZY,,0004,1,461,451797
10001306,RUNDI,,0004,1,428,451764
10001307,GURJAR GAONWADI,,0003,1,392,451723
10001308,HASANPUR,,0003,1,392,451723
10001309,BAMORI,,0004,1,391,451735
10001310,BHERUKEDHI,,0003,1,397,451727
10001311,UTANBAD-KOTH,,0004,1,375,451732
10001312,JAMHUDI,,0003,1,264,451599
10001313,BALAJI MALHOTRA,&nbsp;,0003,1,322,451657
10001314,CHIMLAKA,,0003,1,244,451579
10001315,DALARANA,,0003,1,322,451657
10001316,HARNAMKA DERA,,0003,1,230,451565
10001317,BAHARAMPURA,,0003,1,246,451581
10001318,KOLUKHEDA,,0003,1,379,451712
10001319,CHKASAN,,0003,1,366,451701
10001320,JHONPADI,,0003,1,361,451696
10001321,BANAR,,0005,1,526,451873
10001322,SISANWADI,,0005,1,530,451877
10001323,SONIPURA BANDARHAR,,0005,1,567,451914
10001324,BASRAIYA,,0005,1,543,451890
10001325,BHOORWADA,,0005,1,577,451924
10001326,DERA BANJARA,,0004,1,580,451816
10001327,CHAINPURA,,0003,1,332,451667
10001328,KAPOORA,,0005,1,485,451832
10001329,BHIMNAGAR,,0005,1,525,451872
10001330,KAKARDHA,,0005,1,484,451831
10001331,KERKA,,0005,1,514,451861
10001332,BHOJKA,,0005,1,514,451861
10001333,SARSILLA,,0005,1,514,451861
10001334,Chaturai,Chaturai,0298,46,5838,498794
10001335,Ramgada,Ramgada,0298,46,5838,498794
10001336,Silavati,Silavati,0298,46,5838,498794
10001337,Phutibabdi,Phutibabdi,0298,46,5838,498794
10001338,Amarpura,Amarpura,0298,46,5754,498710
10001339,Nagera,Nagera,0298,46,5754,498710
10001340,Bhiduan,Bhiduan,0298,46,5803,498759
10001341,Toriya,Toriya,0298,46,5889,498845
10001342,Pritampura,Pritampura,0298,46,5889,498845
10001343,khamakhedi,khamakhedi,0298,46,5943,498899
10001344,Kamalpura,Kamalpura,0298,46,5943,498899
10001345,Daagdevri,Daagdevri,0298,46,5938,498894
10001346,Negma,Negma,0298,46,5676,498646
10001347,Choukigram,Choukigram,0298,46,5820,498776
10001348,Sanjaygram,Sanjaygram,0298,46,5820,498776
10001349,Gwarkheda,Gwarkheda,0298,46,5831,498787
10001350,Minkhyae,Minkhyae,0298,46,5831,498787
10001351,Minkhyae,Minkhyae,0298,46,5831,498787
10001352,HARI SINGH PURA,,0001,1,104,451392
10001353,SARAGDADA,,0001,1,104,451392
10001354,SAHRANA,,0001,1,212,451466
10001355,DARIGAMA,&nbsp;,0001,1,210,451464
10001356,BEESA,&nbsp;,0001,1,103,451391
10001357,BANGA,&nbsp;,0001,1,210,451464
10001358,JOMEKAPURA,&nbsp;,0001,1,94,451382
10001359,ANIDA,&nbsp;,0001,1,93,451381
10001360,DONGARPUR,&nbsp;,0001,1,99,451387
10001361,Chak chand khan,,0002,1,48,451514
10001362,Mohanpura,,0002,1,59,451525
10001363,Leelda,,0002,1,62,451528
