TCode,Name_E,Name_G,BID
0337,Khandwa,Khandwa,319
0339,Pandhana,Pandhana,317
0180,Pansemal,Pansemal,323
0330,Jhabua,Jhabua,38
0341,Khaknar,Khaknar,328
0342,Nepanagar,Nepanagar,328
0179,Rajpur,Rajpur,324
0178,Anjad,Anjad,326
0177,Thikri,Thikri,326
0182,Sendhwa,Sendhwa,325
0183,Varla,Varla,325
0330,Jhabua,Jhabua,35
0181,Niwali,Niwali,322
0153,Badnawar,Badnawar,330
0334,Alirajpur,Alirajpur,34
0334,Alirajpur,Alirajpur,36
0333,Jobat,Jobat,40
0333,Jobat,Jobat,43
0155,Dhar,Dhar,332
0155,Dhar,Dhar,332
0153,Badnawar,Badnawar,330
0154,Sardarpur,Sardarpur,334
0159,Manawar,Manawar,335
0160,Dharampuri,Dharampuri,336
0156,Gandhwani,Gandhwani,337
0159,Manawar,Manawar,338
0157,Kukshi,Kukshi,339
0158,Dahi,Dahi,340
0157,Kukshi,Kukshi,341
0275,Chhindwara,Chhindwara,271
0270,Harrai,Harrai,273
0157,Kukshi,Kukshi,342
0250,Patan,Patan,275
0297,Lanji,Lanji,235
0095,Mangawan,Mangawan,343
0275,Chhindwara,Chhindwara,278
0157,Kukshi,Kukshi,341
0159,Manawar,Manawar,338
0158,Dahi,Dahi,340
0160,Dharampuri,Dharampuri,336
0156,Gandhwani,Gandhwani,337
0157,Kukshi,Kukshi,339
0159,Manawar,Manawar,335
0155,Dhar,Dhar,333
0157,Kukshi,Kukshi,342
0154,Sardarpur,Sardarpur,334
0100,Huzur,Huzur,346
0275,Chhindwara,Chhindwara,288
0101,Raipur - Karchuliyan,Raipur - Karchuliyan,346
0101,Raipur - Karchuliyan,Raipur - Karchuliyan,287
0094,Sirmour,Sirmour,347
0176,Pati,Pati,318
0175,Barwani,Barwani,303
0335,Harsud(0335),Harsud(0335),316
0337,Khandwa(0337),Khandwa(0337),317
0338,Punasa(0338),Punasa(0338),320
