SID,VCode
979,4509
979,4510
980,4414
980,4416
980,4421
980,4422
980,4427
980,4853
981,4432
981,4434
981,4449
981,4450
982,4417
982,4418
982,4419
982,4420
982,4435
982,4436
982,4440
983,4430
983,4438
983,4442
983,4443
983,4444
983,4446
983,4447
983,4452
984,3051
984,4583
984,4584
984,4587
984,4628
984,4629
984,4633
985,4610
985,4615
985,4616
985,4634
986,4453
986,4471
986,4472
986,4473
986,4478
986,4490
987,4458
987,4459
987,4460
987,4937
988,4462
988,4463
988,4467
988,4477
989,4491
989,4606
989,4608
989,4609
989,4611
989,4612
989,4613
989,4618
989,4950
990,5331
991,4635
991,4637
991,4641
992,4638
992,4639
992,4640
992,4643
992,4758
993,4642
994,2725
994,4645
1004,4686
1005,4662
1005,4667
1005,4820
1005,4831
1006,2821
1006,4868
1007,4876
1008,3190
1008,4837
1009,4678
1009,4821
1010,4861
1010,4865
1011,4724
1011,4735
1012,4742
1012,4743
1013,4567
1013,4747
1028,5130
1029,5093
1030,5088
1031,5107
1032,5061
1033,5040
1034,4999
1035,5022
1036,5449
1037,3439
1038,5051
1039,5055
1040,5547
1041,3507
1042,5024
1043,5194
1043,5268
1043,5273
1043,5275
1043,5277
1044,5146
1044,5147
1044,5149
1044,5266
1045,5137
1045,5197
1045,5204
1045,5249
1045,5276
1046,5247
1046,5250
1046,5253
1046,5254
1046,5256
1046,5257
1047,5231
1047,5232
1047,5233
1047,5242
1047,5243
1048,3657
1048,5360
1048,5361
1048,5362
1048,5363
1048,5366
1049,5286
1049,5287
1049,5288
1049,5289
1049,5291
1049,5310
1049,5320
1050,5232
1050,5299
1050,5300
1050,5309
1050,5323
1051,2676
1051,5158
1051,5159
1051,5271
1051,5272
1051,5280
1051,5281
1052,5278
1052,5283
1052,5285
1052,5295
1052,5298
1053,5312
1053,5313
1053,5318
1053,5319
1053,5324
1053,5325
1053,5326
1054,5316
1054,5317
1054,5327
1054,5329
1055,3732
1055,5255
1055,5258
1055,5259
1055,5260
1055,5263
1055,5334
1056,4773
1056,5341
1056,5343
1056,5345
1057,5262
1057,5336
1057,5337
1057,5340
1058,5251
1058,5252
1058,5261
1059,5338
1059,5339
1059,5347
1059,5348
1059,5511
1060,5349
1060,5351
1060,5355
1060,5368
1060,5369
1060,5370
1060,5371
1061,4559
1061,5367
1061,5372
1061,5373
1061,5377
1062,5352
1062,5353
1062,5354
1062,5376
1062,5378
1063,5189
1063,5199
1063,5202
1063,5209
1064,4157
1064,5184
1064,5185
1065,5212
1065,5214
1065,5215
1065,5216
1065,5217
1066,3968
1066,5210
1066,5214
1067,930
1067,5224
1067,5225
1067,5226
1068,3052
1068,5219
1068,5222
1068,5223
1068,5236
1069,5237
1069,5239
1069,5241
1069,5595
1070,5141
1070,5142
1070,5163
1070,5169
1070,5170
1071,3231
1071,5132
1071,5136
1071,5140
1071,5276
1072,5175
1072,5181
1072,5183
1072,5191
1072,5192
1073,5172
1073,5173
1073,5177
1074,4445
1074,5164
1074,5165
1074,5166
1074,5168
1075,5143
1075,5144
1075,5145
1075,5150
1075,5151
1075,5157
1075,5160
1075,5161
1076,5460
1077,5474
1078,5478
1079,2920
1080,5502
1081,5512
1082,5424
1083,5420
1084,5433
1085,5429
1086,5443
1087,5447
1088,2772
1089,3678
1090,4584
1091,5590
1092,5598
1093,5602
1094,5612
1095,4474
1096,4033
1097,5614
1098,5580
1099,5574
1100,3844
1101,5550
1102,5549
1103,4702
1104,3273
1105,5519
1106,5548
1107,3115
1108,5555
1109,4737
1110,5042
1111,5730
1112,5674
1113,5668
1114,5666
1115,5739
1116,5767
1117,5750
1118,5763
1119,5742
1120,5772
1121,5731
1122,5744
1123,5754
1124,5721
1125,5722
1126,5707
1127,5698
1128,5701
1129,5688
1130,5658
1131,5657
1132,5655
1133,6813
1134,5633
1135,5623
1136,5185
1137,5681
1138,5682
1139,5627
1140,6367
1141,6722
1142,5872
1143,5862
1144,6996
1145,6291
1146,6284
1147,6288
1148,7077
1149,6293
1150,6302
1151,6854
1152,5746
1153,6523
1154,6656
1155,6238
1156,6964
1157,6330
1158,7344
1159,6777
1160,7298
1161,6086
1162,6328
1163,6319
1164,6312
1165,6310
1166,6329
1167,6316
1168,6253
1169,6766
1170,6326
1171,6319
1172,6935
1173,5906
1174,7065
1175,6159
1176,6471
1177,5875
1178,6264
1179,6624
1180,6636
1181,6695
1182,6648
1183,6644
1184,6631
1185,6661
1186,6661
1187,6690
1188,7325
1189,5903
1190,6658
1191,7322
1192,7322
1193,6695
1194,6680
1195,7326
1196,7360
1197,7365
1198,6086
1199,7372
1200,7344
1201,7355
1202,7354
1203,7359
1204,7344
1205,7347
1206,6083
1207,981
1208,7331
1209,7331
1210,7313
1211,6682
1212,7007
1213,6685
1214,7339
1215,7369
1216,7369
1217,6349
1218,6077
1219,6618
1220,5984
1221,5985
1222,7102
1223,6239
1224,6030
1225,5793
1226,5918
1227,6766
1228,6623
1229,5996
1230,5926
1231,6333
1232,6052
1232,7180
1233,6041
1234,6359
1235,6521
1236,6901
1237,6098
1238,5707
1239,6114
1240,5924
1241,6533
1242,6106
1243,6096
1244,6109
1245,5881
1246,6124
1247,6189
1248,6890
1249,5910
1250,6161
1251,5782
1252,6191
1253,6165
1254,6167
1255,6168
1256,6169
1256,7383
1257,6153
1258,5806
1259,6138
1260,6146
1261,6195
1262,6142
1263,6201
1264,6235
1265,6199
1266,6237
1267,6213
1267,6216
1269,6211
1270,6239
1271,6248
1272,6219
1273,6489
1274,6222
1275,6134
1276,6722
1277,7368
1278,6345
1279,5840
1280,6351
1281,6361
1282,6342
1283,6359
1284,6356
1285,6273
1286,6369
1287,6379
1288,6334
1288,6384
1289,6095
1290,6095
1291,6387
1292,6391
1293,6247
1294,6401
1295,7096
1296,5720
1297,6423
1298,5682
1299,6423
1300,6433
1301,7239
1302,6424
1303,6434
1304,6450
1305,6417
1306,7346
1307,6419
1308,6247
1309,6606
1310,6588
1311,6571
1312,6604
1313,6484
1314,6596
1315,6594
1316,6612
1317,6603
1318,6530
1319,6809
1320,6572
1321,6485
1322,6543
1323,5906
1324,7298
1325,6502
1326,6555
1327,6540
1328,6525
1329,6504
1330,7363
1331,6329
1332,6517
1333,6533
1334,6805
1335,6457
1336,6458
1337,6461
1338,6567
1339,6467
1340,6489
1341,6479
1342,6497
1343,6503
1344,6482
1345,6480
1346,6476
1347,5951
1348,6472
1349,5791
1350,5796
1351,5801
1352,5849
1353,5808
1354,5837
1355,6044
1356,5819
1357,5820
1358,6240
1359,5811
1360,6480
1361,5844
1362,5924
1363,7411
1364,5845
1365,5949
1366,7190
1367,6161
1368,5915
1369,5933
1370,5763
1371,5914
1372,5906
1373,5875
1374,6545
1375,5900
1376,6703
1377,7299
1378,7418
1379,6707
1380,6553
1381,7102
1382,7074
1384,6618
1386,5808
1387,6786
1388,6539
1389,6071
1390,6254
1391,6710
1392,6736
1393,6834
1394,6749
1395,6745
1396,5915
1397,6234
1398,7405
1399,7405
1400,6780
1401,6328
1402,7409
1404,6719
1406,7402
1407,7416
1408,7419
1409,7400
1410,7376
1411,7378
1412,7374
1413,6771
1414,6727
1414,6729
1415,5645
1415,6830
1415,6831
1415,6844
1416,6833
1416,6834
1416,6838
1417,6837
1417,6839
1418,6835
1418,6836
1418,6840
1418,6841
1418,6845
1419,5917
1419,6822
1419,6828
1419,6832
1420,6827
1420,6829
1420,6849
1420,6850
1421,6825
1421,7005
1421,7163
1422,6792
1422,6793
1422,6805
1422,6839
1423,6810
1423,7127
1424,6801
1424,6808
1424,6809
1424,6811
1424,6812
1425,5658
1425,6814
1425,6818
1425,6930
1426,6865
1426,6868
1426,6869
1426,6870
1426,7070
1426,7176
1427,6810
1427,6815
1427,6816
1427,6817
1427,6819
1428,6876
1428,6898
1428,6905
1429,6888
1429,6889
1430,6890
1430,6891
1430,6892
1431,6893
1432,6546
1432,6874
1432,6875
1432,6901
1433,6902
1433,6903
1434,6899
1435,6906
1435,6907
1435,6908
1435,7350
1436,6846
1437,6530
1437,6847
1437,6854
1437,6856
1438,6857
1438,6862
1439,6859
1439,6860
1439,6861
1439,7125
1440,6851
1440,6852
1440,6897
1441,6853
1441,6854
1441,6855
1441,7350
1442,6894
1442,6896
1442,7042
1443,6820
1443,6826
1444,6801
1444,6802
1444,6804
1444,6863
1445,6795
1445,6796
1445,6800
1445,6801
1446,6879
1446,6880
1446,6882
1446,6883
1447,5901
1447,6878
1447,6884
1447,6885
1447,6886
1447,6887
1448,6607
1448,6866
1448,6867
1448,6871
1449,7134
1450,7128
1451,7186
1452,6486
1453,7122
1454,6121
1455,7126
1456,7117
1457,6007
1458,7146
1459,7068
1460,7068
1461,7103
1462,7096
1463,7098
1464,6075
1465,7305
1466,7089
1467,7357
1468,6644
1469,6424
1470,7206
1471,7148
1472,7153
1473,7164
1474,6851
1475,6851
1476,5651
1477,6139
1478,7174
1479,7093
1480,7176
1481,7139
1482,7060
1482,7061
1482,7062
1482,7065
1482,7066
1482,7067
1483,7054
1483,7055
1483,7058
1483,7059
1484,7051
1484,7052
1484,7053
1485,7049
1485,7156
1485,7165
1486,6313
1486,7010
1486,7012
1487,7007
1487,7008
1487,7009
1487,7011
1487,7042
1487,7046
1487,7047
1488,7044
1488,7045
1489,6766
1489,7036
1489,7038
1490,5765
1490,7035
1490,7039
1490,7040
1490,7041
1490,7043
1491,6166
1491,7013
1491,7015
1491,7031
1492,7018
1492,7019
1492,7056
1492,7362
1493,7003
1493,7014
1493,7023
1494,5916
1494,6991
1494,6992
1494,6996
1494,7005
1494,7033
1494,7163
1495,6945
1495,6994
1495,6995
1495,7350
1496,6999
1496,7000
1496,7001
1496,7120
1497,6972
1497,6982
1497,7038
1497,7176
1498,6978
1498,6979
1498,6985
1498,6987
1498,6990
1498,7081
1499,6600
1499,6969
1500,6962
1500,6963
1501,6935
1501,6936
1501,6940
1501,6941
1502,6815
1502,6938
1502,7006
1502,7106
1503,6915
1503,6916
1503,6946
1503,6947
1503,7035
1504,6918
1504,6928
1504,6933
1504,6937
1505,6920
1505,6921
1505,6922
1505,6923
1505,6926
1505,6927
1506,6262
1506,6910
1506,6911
1506,6912
1506,6913
1506,7112
1507,6942
1507,6943
1507,6967
1507,6973
1507,6975
1508,6925
1508,6929
1508,6930
1508,6931
1508,6932
1508,6948
1508,6949
1508,6950
1509,6934
1509,6951
1509,6952
1509,6953
1510,5801
1510,6976
1511,6369
1511,6954
1511,6955
1511,6956
1511,6958
1511,6959
1512,6960
1512,6961
1512,6964
1512,6965
1512,6966
1513,7251
1513,7272
1514,7252
1514,7253
1514,7258
1514,7263
1515,7264
1515,7265
1515,7266
1515,7270
1515,7271
1516,7267
1516,7268
1516,7269
1516,7276
1517,7259
1517,7260
1517,7261
1517,7263
1517,7281
1518,7210
1518,7248
1518,7249
1518,7250
1519,6474
1519,7232
1519,7235
1519,7236
1519,7237
1519,7244
1520,7215
1520,7216
1520,7218
1520,7220
1520,7221
1520,7226
1521,7239
1521,7241
1521,7243
1521,7245
1521,7246
1522,7247
1522,7280
1522,7282
1522,7283
1522,7284
1522,7286
1523,7217
1523,7227
1523,7234
1523,7254
1524,7222
1524,7223
1524,7224
1524,7226
1524,7228
1524,7229
1525,7232
1526,7304
1526,7306
1526,7308
1527,6736
1528,7298
1529,6654
1529,7296
1529,7297
1529,7300
1529,7305
1530,6654
1530,7273
1531,7299
1531,7301
1531,7303
1532,7294
1532,7295
1532,7310
1533,7309
1533,7311
1534,7233
1534,7287
1534,7288
1534,7289
1534,7292
1534,7293
1535,6040
1535,7277
1535,7290
1535,7291
1535,7373
1536,6666
1536,7187
1536,7275
1537,6785
1537,7507
1538,8177
1539,7485
1540,7785
1541,7463
1542,7487
1543,7454
1544,8203
1545,8247
1546,7442
1547,7452
1548,8187
1549,7459
1550,7462
1551,8274
1552,8274
1553,7484
1554,7475
1555,7840
1556,7852
1557,7874
1558,7883
1559,7884
1560,7857
1561,7866
1562,8506
1563,7717
1564,8295
1565,8403
1566,8112
1567,7805
1568,7859
1569,7712
1570,7718
1571,7829
1572,7709
1573,7741
1574,7900
1574,7902
1575,7896
1576,7917
1577,7757
1578,7736
1579,7773
1580,7778
1581,7793
1582,7908
1583,7907
1584,7524
1585,8082
1586,8083
1587,8073
1588,8077
1589,8044
1590,8059
1591,8050
1592,7697
1593,7448
1594,8068
1595,8064
1596,8091
1597,7908
1598,8085
1599,8158
1600,8450
1601,8088
1602,8172
1603,8160
1604,8112
1605,7986
1606,8035
1607,8118
1608,8129
1609,7794
1610,8105
1611,8142
1612,8132
1613,8461
1614,7968
1615,8454
1616,7820
1617,8480
1618,8487
1619,8504
1620,8514
1621,8422
1622,8497
1623,8495
1624,8507
1625,8485
1626,8525
1627,8554
1628,8546
1629,8520
1630,8187
1631,8529
1632,8547
1633,7824
1634,8575
1635,8469
1636,8566
1637,8560
1638,8379
1639,8392
1640,8404
1641,8400
1642,8390
1643,8397
1644,8218
1645,8421
1646,8442
1647,8426
1648,8435
1649,8473
1650,8450
1651,8445
1652,8414
1653,7607
1654,7532
1655,7680
1656,7642
1657,7688
1658,7650
1659,7654
1660,7622
1661,7505
1662,7608
1663,7629
1664,7619
1665,7617
1666,7632
1667,7634
1668,7441
1669,7430
1670,7438
1671,7533
1672,8130
1673,7521
1674,7553
1675,8185
1676,7531
1677,7733
1678,7577
1679,7600
1680,7582
1681,7602
1682,7474
1683,9007
1684,9041
1685,9046
1686,8784
1687,9009
1688,9022
1689,8771
1690,8972
1691,9296
1692,8977
1693,8766
1694,8981
1695,8920
1696,9157
1697,8932
1698,9018
1699,8983
1700,8742
1701,8763
1702,8762
1703,8952
1704,8927
1705,8929
1706,8966
1707,9095
1708,9219
1709,8788
1710,9036
1711,9060
1712,9069
1713,9091
1714,8681
1715,8868
1716,8601
1717,8627
1718,8619
1719,8691
1720,8699
1721,8699
1722,8702
1723,8711
1724,8719
1725,8730
1726,8616
1727,8596
1728,9072
1729,5843
1730,8665
1731,8650
1732,8912
1733,8635
1734,8647
1735,8668
1736,9194
1737,9194
1738,8741
1739,9173
1740,8750
1741,8736
1742,8876
1743,8850
1744,9167
1745,9175
1746,9523
1747,9183
1748,9155
1749,9314
1750,9241
1751,9246
1752,9212
1753,9206
1754,9124
1755,9215
1756,9201
1757,9201
1758,8895
1759,8914
1760,8898
1761,9370
1762,9361
1763,8889
1764,8858
1765,8871
1766,8825
1767,9175
1768,8813
1769,8812
1770,8859
1771,8794
1772,9327
1773,9336
1774,8581
1775,8613
1776,9161
1777,9349
1778,9353
1779,9365
1780,9386
1781,9045
1782,9387
1783,9374
1794,9087
1795,9214
1796,8738
1800,9279
1801,9457
1802,9456
1803,9065
1804,9144
1805,8787
1806,9155
1807,9151
1808,9129
1809,9099
1810,9039
1811,9225
1812,9470
1813,9324
1814,8851
1815,9602
1816,9290
1817,9287
1818,9664
1819,8651
1820,9277
1821,9307
1822,8610
1823,9296
1824,9194
1825,9309
1826,9267
1827,9238
1828,9235
1829,9412
1830,9250
1831,9249
1832,9265
1833,9662
1834,9663
1835,9627
1836,9609
1837,9622
1838,9675
1839,9584
1840,9558
1841,9548
1842,9566
1843,9574
1844,9606
1845,9596
1846,8697
1847,9561
1848,9534
1849,9666
1850,9698
1851,9668
1852,9693
1853,9655
1854,9642
1855,9648
1856,9637
1857,9635
1858,9232
1859,9717
1860,9718
1861,9724
1862,9727
1863,9722
1864,9709
1865,9708
1866,9721
1867,9715
1868,9714
1869,9720
1872,9730
1873,10822
1874,10222
1875,9729
1876,9704
1877,9703
1878,9701
1879,9700
1880,9705
1881,9702
1882,10147
1883,9758
1884,9755
1885,9756
1886,10071
1887,9747
1888,9766
1889,9867
1890,9754
1891,9739
1892,9740
1893,10130
1894,9741
1895,9891
1896,9748
1897,9752
1898,10227
1899,9745
1900,9742
1901,9764
1902,10362
1903,9768
1904,9780
1905,9772
1906,9769
1907,9778
1908,9781
1909,9810
1910,9739
1911,9805
1912,10210
1913,9826
1914,10121
1915,9836
1916,9790
1917,9807
1918,9792
1919,10181
1920,10140
1921,9800
1922,10282
1923,9804
1924,9789
1925,9811
1926,9811
1927,9825
1928,10273
1929,9869
1930,9817
1931,9787
1932,9886
1933,9888
1934,9896
1935,9899
1936,9897
1937,10339
1938,9879
1939,9862
1940,9884
1941,9886
1942,9888
1943,9892
1944,9890
1945,9875
1946,9877
1947,9873
1948,9868
1949,9860
1950,9859
1951,9968
1952,9844
1953,9840
1954,9840
1955,9842
1956,9824
1957,9849
1958,9866
1959,9843
1960,9933
1961,9933
1962,9943
1963,9937
1964,9913
1965,9813
1966,9911
1967,9900
1968,10079
1969,9905
1970,10083
1971,9921
1972,9931
1973,9925
1974,9878
1975,9954
