PID,Name_E,Name_G,CID,DCode,TCode,BID,Code_16,Phy_VCode,Facility_Type,Is_Tribal,Is_Notional
1,Shrinagar,श्रीनगर	,,21,0155,1,,,2,0,False
2,Tihari,तिहारी	,,21,0155,1,,,1,0,False
3,Ramsar,रामसर	,,21,0155,1,,,1,0,False
4,Gangwana,गगवाना	,,21,0151,1,,,2,0,False
5,Govt Hospital Nasirabad,राजकीय चिकित्‍सालय नसीराबाद	,,21,0155,1,,,4,0,False
6,Baghsuri,बाघसूरी,,21,0155,2,,,1,0,False
7,Saradhna,सराधना,,21,0153,2,,,1,0,False
8,Jethana,जेठाना,,21,0152,2,,,1,0,False
9,Karnoj,करनोस,,21,0152,2,,,1,0,False
10,Nagelav,नागेलाव,,21,0152,2,,,1,0,False
11,Budhwara,बुधवाडा,,21,0152,2,,,1,0,False
12,Dantra,दांतडा,,21,0152,2,,,1,0,False
13,Govindgarh,गोविन्‍दगढ,,21,0152,2,,,1,0,False
14,Kadel,कडेल,,21,0151,2,,,1,0,False
15,Pisangan,पीसांगन,,21,0152,2,,,2,0,False
16,Pushkar,पुष्‍कर	,,21,0151,2,,,2,0,False
17,Rupangarh,रूपनगढ	,,21,0150,3,,,2,0,False
18,Bhandun,भदून	,,21,0150,3,,,1,0,False
19,Harmara,हरमाडा	,,21,0150,3,,,2,0,False
20,Kuchil,कुचील	,,21,0150,3,,,1,0,False
21,Karkedi,करकेडी,,21,0150,3,,,1,0,False
22,Y N Hospital Kishangarh,यज्ञ नारायण चिकित्‍सालय किशनगढ	,,21,0150,3,,,4,0,False
23,Kharwa,खरवा	,,21,0154,4,,,1,0,False
24,Kirap,किराप,,21,0154,4,,,1,0,False
25,Jamola,जामोला	,,21,0154,4,,,1,0,False
26,Jaliya II,जालिया द्वितीय,,21,0154,4,,,1,0,False
27,Ramgarh,रामगढ,,21,0154,4,,,1,0,False
28,Masuda,मसूदा,,21,0154,4,,,2,0,False
29,Vijaynagar,विजयनगर,,21,0000,4,,,2,0,False
30,Jhirota,झिरोता	,,21,0150,5,,,1,0,False
31,Gothiyana,गोठियाना,,21,0150,5,,,1,0,False
32,Borada,बोराडा	,,21,0157,5,,,2,0,False
33,Fatehgarh,फतेहगढ	,,21,0157,5,,,1,0,False
34,Hingoniya,हिंगोनिया	,,21,0157,5,,,1,0,False
35,Dadia,दादिया	,,21,0150,5,,,1,0,False
36,Arain,अरॉई,,21,0150,5,,,2,0,False
37,Sarwar,सरवाड,,21,0157,5,,,2,0,False
38,Badali,बडली	,,21,0156,6,,,1,0,False
39,Shingawal,सिगावल	,,21,0156,6,,,1,0,False
40,Tantoti,टांटोटी	,,21,0157,6,,,2,0,False
41,Sarana,सराना	,,21,0157,6,,,1,0,False
42,Devliyakalan,देवलियॉकला	,,21,0156,6,,,1,0,False
43,Bandanwara,बां‍दनवाडा	,,21,0156,6,,,2,0,False
44,Bhinay,भिनाय ,,21,0156,6,,,2,0,False
45,Kadera,कादेडा,,21,0158,7,,,2,0,False
46,Junia,जूनिया,,21,0158,7,,,1,0,False
47,Para,पारा,,21,0158,7,,,1,0,False
48,Pranhera,प्रान्‍हेडा,,21,0158,7,,,1,0,False
49,Baghera,बघेरा,,21,0158,7,,,1,0,False
50,Sawar,सावर,,21,0158,7,,,2,0,False
51,Kekri,केकडी,,21,0158,7,,,4,0,False
52,Kishanpura,किशनपुरा,,21,0153,8,,,1,0,False
53,Badakhera,बडाखेडा,,21,0153,8,,,1,0,False
54,Rajiyawas,राजियावास,,21,0153,8,,,1,0,False
55,Jawaja,जवाजा,,21,0153,8,,,2,0,False
56,Tatgarh,टाडगढ,,21,0153,8,,,2,0,False
57,Satellite Hospital Adarsh Nagar, Ajmer,सैटेलाईट चिकित्‍सालय आदर्श नगर अजमेर	,,21,0000,,,,5,0,False
58,A K Hospital Beawar Ajmer,अम़तकौर चिकित्‍सालय ब्‍यावर	,,21,0153,,,,5,0,False
59,Jawahar Lal Nehru Medical College and Hospital,जवाहर लाल नेहरू चिकित्‍सालय अजमेर	,,21,0000,,,,17,0,False
60,Zanana Hospital Ajmer,राजकीय महिला चिकित्‍सालय अजमेर	,,21,0000,,,,17,0,False
61,Pahar Ganj,सिटी डिस्‍पेन्‍सरी पहाडगंज,,21,0151,,,,1,0,False
62,Vaishali Nagar,सिटी डिस्‍पेन्‍सरी वैशाली नगर,,21,0151,,,,1,0,False
63,Diggi Bazar,सिटी डिस्‍पेन्‍सरी डिग्‍गी बाजार,,21,0151,,,,8,0,False
64,Gulabbadi,सिटी डिस्‍पेन्‍सरी गुलाबबाडी,,21,0151,,,,8,0,False
65,Ram Ganj,सिटी डिस्‍पेन्‍सरी रामगंज,,21,0151,,,,8,0,False
66,Ramnagar,सिटी डिस्‍पेन्‍सरी रामनगर,,21,0151,,,,8,0,False
67,Srinagar Road,सिटी डिस्‍पेन्‍सरी श्रीनगर रोड,,21,0151,,,,8,0,False
68,Anderkot,सिटी डिस्‍पेन्‍सरी अन्‍दरकोट,,21,0151,,,,8,0,False
69,City Dispensary Beawar,सिटी डिस्‍पेन्‍सरी ब्‍यावर,,21,0153,,,,8,0,False
70,City Dispensary Nasirabaad,सिटी डिस्‍पेन्‍सरी नसीराबाद,,21,0155,,,,8,0,False
71,Kasturba,सिटी डिस्‍पेन्‍सरी कस्‍तूरबा,,21,0151,,,,8,0,False
72,Ajaynagar,सिटी डिस्‍पेन्‍सरी अजयनगर	,,21,0151,,,,8,0,False
73,PoliceLine,सिटी डिस्‍पेन्‍सरी पुलिस लाईन,,21,0151,,,,8,0,False
74,Gaddi Maliyan,गद्दी मलियान,,21,0000,,,,8,0,False
75,Simbhugarh,शंभूगढ्,,24,0171,9,,,1,0,False
76,Patan,पाटन,,24,0171,9,,,1,0,False
77,Antoli,अन्‍टाली,,24,0171,9,,,1,0,False
78,Badnor,बदनोर,,24,0171,9,,,2,0,False
79,Daulatgarh,दौलतगढ्,,24,0171,9,,,1,0,False
80,Brahmno Ki Saredi,ब्रा की सरेडी,,24,0171,9,,,1,0,False
81,Kaliyasa,कालियास,,24,0171,9,,,1,0,False
82,Asind,आसीन्‍द,,24,0171,9,,,2,0,False
83,Hurda,हुरडा,,24,0172,10,,,1,0,False
84,Aagucha,आगूचा,,24,0172,10,,,1,0,False
85,Rupaheliklan,रूपाहेलीकलॉ,,24,0172,10,,,1,0,False
86,Kawliyas,कवलियास,,24,0172,10,,,1,0,False
87,Gulabpura,गुलाबपुरा	,,24,0172,10,,,2,0,False
88,Phuliyaklan,फुलियाकलॉ	,,24,0173,11,,,1,0,False
89,Sangriya,सांगरीया	,,24,0173,11,,,2,0,False
90,Kothiya,कोठीया	,,24,0173,11,,,1,0,False
91,Rajiyas,राज्‍यास	,,24,0173,11,,,1,0,False
92,Kanochklan,कनेछनकलॉ,,24,0173,11,,,1,0,False
93,Amarwasi,अमरवासी,,24,0180,12,,,1,0,False
94,Ropa,रोपां,,24,0180,12,,,1,0,False
95,Khjuri,खजूरी,,24,0180,12,,,1,0,False
96,Luhariklan,लुहारीकलां,,24,0180,12,,,1,0,False
97,Aamlda,आमल्‍दा,,24,0180,12,,,1,0,False
98,Piplund,पीपलून्‍द,,24,0180,12,,,1,0,False
99,Sakkargarh,शक्‍करगढ,,24,0180,12,,,1,0,False
100,Sarsiya,सरसिया मायला,,24,0180,12,,,1,0,False
101,Jahazpur,जहाजपुर,,24,0180,12,,,2,0,False
102,Pander,पंडर,,24,0180,12,,,2,0,False
103,Rayala,रायला	,,24,0174,13,,,1,0,False
104,Rupahelikhurd,रूपाहेली खुर्द	,,24,0174,13,,,1,0,False
105,Dabla,डा्बला ,,24,0174,13,,,1,0,False
106,Banera,बनेडा	,,24,0174,13,,,2,0,False
107,Bagoor,बागोर	,,24,0175,14,,,2,0,False
108,Bemali,बेमाली	,,24,0175,14,,,1,0,False
109,Ghyangarh,ज्ञानगढ	,,24,0175,14,,,1,0,False
110,Chandras,चांदरास	,,24,0175,14,,,1,0,False
111,Nimbhahera Jatan,निम्‍बाहेडा जाटान	,,24,0175,14,,,1,0,False
112,Bhagwanpura,भगवानपुरा,,24,0175,14,,,1,0,False
113,Kareda,करेडा,,24,0175,14,,,2,0,False
114,Mandal,माण्‍डल	,,24,0175,14,,,2,0,False
115,Kot,कोट,,24,0176,15,,,1,0,False
116,Mokhnda,मोखुन्‍दा,,24,0176,15,,,1,0,False
117,Jhadol,झडोल,,24,0176,15,,,1,0,False
118,Ashaholi,आशाहोली,,24,0176,15,,,1,0,False
119,Raipur,रायपुर,,24,0176,15,,,2,0,False
120,Kosithal,कोशिथल,,24,0177,16,,,2,0,False
121,Lokhala,लाखोला,,24,0177,16,,,1,0,False
122,Potla,पोटलां,,24,0177,16,,,2,0,False
123,Mahendragarh,महेन्‍द्रगढ्,,24,0177,16,,,1,0,False
124,Aamli,आमली,,24,0177,16,,,1,0,False
125,Sahada,सहाडा्,,24,0177,16,,,2,0,False
126,Gangapur,गंगापुर,,24,0177,16,,,2,0,False
127,Swaroopganj,स्‍वरूपगंज,,24,0178,17,,,1,0,False
128,Gurla,गुंलरा,,24,0178,17,,,1,0,False
129,Mangrop,मंगरोप,,24,0178,17,,,1,0,False
130,Hamirgarh,हमीरगढ,,24,0178,17,,,2,0,False
131,Suwana,सुवाणा,,24,0178,17,,,2,0,False
132,Borda,बोरडा,,24,0179,18,,,1,0,False
133,Bishniya,बिशनियां,,24,0179,18,,,1,0,False
134,Nandrai,नंदराय ,,24,0179,18,,,1,0,False
135,Paroli,पारोली ,,24,0179,18,,,1,0,False
136,Aama,आमा ,,24,0179,18,,,1,0,False
137,Barliyas,बड्लियांस ,,24,0179,18,,,1,0,False
138,Akola,आकोला ,,24,0179,18,,,1,0,False
139,Suthefa,सूंठेपा ,,24,0179,18,,,1,0,False
140,Swaipur,सवाईपुर ,,24,0179,18,,,1,0,False
141,Kotri,कोटडी,,24,0179,18,,,2,0,False
142,Dhamniya,धामनिया,,24,0181,19,,,1,0,False
143,Mahuwa,महुआ ,,24,0181,19,,,2,0,False
144,Shyampur,श्‍यामपुरा ,,24,0181,19,,,1,0,False
145,Jalindari,जलीन्‍द्री ,,24,0182,19,,,1,0,False
146,Manpura,मानपुरा,,24,0180,19,,,1,0,False
147,Ladpura,लाडपुरा ,,24,0181,19,,,1,0,False
148,Bigod,बीगोद ,,24,0181,19,,,2,0,False
149,Barundani,बरून्‍दनी ,,24,0181,19,,,1,0,False
150,Singoli,सिंगोली ,,24,0181,19,,,1,0,False
151,Salavtiya,सलावटिया ,,24,0182,19,,,1,0,False
152,Kachhola,काछोला ,,24,0181,19,,,2,0,False
153,Mandalgarh,माण्‍डलगढ्,,24,0181,19,,,2,0,False
154,Bijoliyan,बिजौलिया ,,24,0182,19,,,2,0,False
155,M G Hospital Bhilwara,महात्‍मा गांधी जिला चिकित्‍सालय भीलवाडा,,24,0000,,,,5,0,False
156,Satellite Hospital Shahpura, Bhilwara,सेटेलसईट हास्‍पीटल शाहपूरा,,24,0173,,,,7,0,False
157,City Dispensary Shahstri Nagar,सीटी डिस्‍पेन्‍सरी शास्‍तरीनगर,,24,0000,,,,1,0,False
158,City Dispensary Subhash Nagar Bhilwara,सीटी डिस्‍पेन्‍सरी सुभाषनगर,,24,0000,,,,8,0,False
159,City Dispensary Sanganer Bhilwara,सीटी डिस्‍पेन्‍सरी सांगानेर,,24,0000,,,,8,0,False
160,City Dispensary Kashipuri Bhilwara,सीटी डिस्‍पेन्‍सरी काशीपुरी,,24,0000,,,,8,0,False
161,City UFWC Bapunagar,सीटी नगर परिवार कल्‍याण बापूनगर,,24,0000,,,,8,0,False
162,City Dispensary Pur,सीटी डिस्‍पेन्‍सरी पुर,,24,0000,,,,8,0,False
163,City Dispensary Police Line,पुलिस लाइन,,24,0000,,,,8,0,False
164,City Dispensary Mandalgarh,मंडलगढ़,,24,0000,,,,8,0,False
165,Jaswantgarh,जसवन्‍तगढ,,14,0101,20,,,1,0,False
166,Balsamand,बालसंमद,,14,0101,20,,,1,0,False
167,Ledy,लैडी,,14,0101,20,,,1,0,False
168,Baldu,बल्‍दू,,14,0101,20,,,1,0,False
169,MEETHRI ladnu,मीठडी लाडनूं,,14,0101,20,,,2,0,False
170,Nimbijodha,निम्‍बीजौधा,,14,0101,20,,,2,0,False
171,General Hospital Ladnun,राजकीय चिकित्‍सालय लाडनूं	,,14,0101,20,,,4,0,False
172,Ladriya,लादडिया,,14,0102,21,,,1,0,False
173,Dhankoli,धनकोली,,14,0102,21,,,1,0,False
174,Bariberi,बडीबेरी,,14,0102,21,,,1,0,False
175,Koliya,कोलिया,,14,0102,21,,,1,0,False
176,Khunkhuna,खुनखुना,,14,0102,21,,,1,0,False
177,Tosina,तो‍‍षीणा,,14,0102,21,,,2,0,False
178,Dayalpura,दयालपुरा,,14,0102,21,,,1,0,False
179,Thaakriawas,ठाकरियावास,,14,0102,21,,,1,0,False
180,Kerap,केराप,,14,0102,21,,,1,0,False
181,Chhotiberi,छोटीबेरी,,14,0102,21,,,1,0,False
182,Chhoti Khatu,छोटीखाटू,,14,0102,21,,,2,0,False
183,Maulasar,मौलासर,,14,0102,21,,,2,0,False
184,General Hospital Didwana,राजकीय चिकित्‍सालय डीडवाना	,,14,0102,21,,,4,0,False
185,Deh,डेह,,14,0103,22,,,1,0,False
186,Dugoli,दुगोली,,14,0103,22,,,1,0,False
187,Tarnau,तरनाउ,,14,0103,22,,,1,0,False
188,Rol,रोल,,14,0103,22,,,2,0,False
189,Badikhatu,बडीखाटू,,14,0103,22,,,1,0,False
190,Lunsara,लूणसरा,,14,0103,22,,,1,0,False
191,Kathoti,कठौती,,14,0103,22,,,1,0,False
192,Unchaida,उंचाईडा,,14,0103,22,,,1,0,False
193,Jhadeli,झाडेली,,14,0103,22,,,1,0,False
194,Kasnau,कसनाउ,,14,0103,22,,,1,0,False
195,Jayal,जायल,,14,0103,22,,,2,0,False
196,Jodhiyasi,जोधयासी,,14,0104,23,,,1,0,False
197,Shri Balaji,श्रीबालाजी,,14,0104,23,,,1,0,False
198,Guda Bhagwandas,गुढा भगवानदास,,14,0104,23,,,1,0,False
199,Tantwas,तांतवास,,14,0105,23,,,1,0,False
200,Alay,अलाय,,14,0104,23,,,1,0,False
201,Chawandiya,चांवडिया,,14,0104,23,,,1,0,False
202,Kumari,कुमारी,,14,0104,23,,,1,0,False
203,Rohini,रोहीणी,,14,0104,23,,,1,0,False
204,Basni,बासनी,,14,0104,23,,,2,0,False
205,Panchala siddha,पांचला सिद्दा,,14,0105,24,,,2,0,False
206,Panchodi,पांचोडी,,14,0105,24,,,1,0,False
207,Bhakrod,भाकरोद,,14,0104,23,,,1,0,False
208,Khajwana,खजवाना,,14,0104,24,,,1,0,False
209,Sankhwas,शंखवास,,14,0104,24,,,1,0,False
210,Ashawari,असावरी,,14,0104,24,,,1,0,False
211,KURCHHI,कुडछी,,14,0105,24,,,1,0,False
212,Mundwa,मूण्‍डवा,,14,0141,24,,,2,0,False
213,Khinwsar,खिंवसर,,14,0105,24,,,2,0,False
214,Kuchera,कुचेरा,,14,0004,24,,,2,0,False
215,Nokha Chandawata,नोखा चान्‍दावता,,14,0106,25,,,1,0,False
216,Merta Road,मेडता रोड,,14,0101,25,,,1,0,False
217,Ren,रेण,,14,0106,25,,,1,0,False
218,Kurdaya,कुरडाया,,14,0106,25,,,1,0,False
219,Harsolav,हरसोलाव,,14,0106,25,,,1,0,False
220,Dangawas,डांगावास,,14,0106,25,,,1,0,False
221,Dhanapa,धनापा,,14,0106,25,,,1,0,False
222,Merta,मेडता,,14,0106,25,,,2,0,False
223,Gothan,गोठन,,14,0101,25,,,2,0,False
224,Kitalsar,कितलसर,,14,0107,26,,,1,0,False
225,Harsor,हरसौर,,14,0107,26,,,2,0,False
226,Pandlota,पुंदलौता,,14,0107,26,,,1,0,False
227,Idawa,ईडवा,,14,0107,26,,,2,0,False
228,Khudikalaan,खुडीकंला,,14,0107,26,,,1,0,False
229,Jakhera,जाखेडा,,14,0107,26,,,1,0,False
230,Banwarla,बॉवरला,,14,0107,26,,,1,0,False
231,Degana,डेगाना,,14,0107,26,,,2,0,False
232,Aalniyawas,आलनियावास,,14,0107,27,,,1,0,False
233,Jasnagar,जसनगर,,14,0106,27,,,1,0,False
234,Baggad,बग्‍गड,,14,0106,27,,,1,0,False
235,Thanwla,थांवला,,14,0107,27,,,1,0,False
236,Padukhurd,पादूखुर्द,,14,0106,27,,,1,0,False
237,Padukalaan,पादूकंला,,14,0106,27,,,1,0,False
238,Gawardi,गवारडी,,14,0106,27,,,1,0,False
239,Riyan Badi,रिंयाबडी,,14,0106,27,,,2,0,False
240,Gachhipura,गच्‍छीपुरा,,14,0101,28,,,2,0,False
241,Jakhali,जाखली,,14,0109,28,,,1,0,False
242,Budsu,बूडसू,,14,0109,28,,,2,0,False
243,Manana,मनाना,,14,0109,28,,,1,0,False
244,Besroli,बेसरोली,,14,0109,28,,,1,0,False
245,Billu,बिल्‍लू,,14,0109,28,,,1,0,False
246,Ranigaon,रानीगांव,,14,0109,28,,,1,0,False
247,Gelasar,गेलासर,,14,0109,28,,,1,0,False
248,CHC Makrana,सीएचसी मकराना,,14,0109,28,,,2,0,False
249,Borawar,बोराबड,,14,0109,28,,,2,0,False
250,Badu,बडू,,14,0108,29,,,1,0,False
251,Bhadsiya,भडसिया,,14,0108,29,,,1,0,False
252,Jawla,जावला,,14,0108,29,,,1,0,False
253,Bagoth,बागोट	,,14,0108,29,,,1,0,False
254,Peeplad,पीपलाद,,14,0108,29,,,1,0,False
255,Peeh,पीह,,14,0108,29,,,1,0,False
256,Kurada,कूराडा	,,14,0108,29,,,1,0,False
257,Parbatsar,परबतसर,,14,0108,29,,,2,0,False
258,Bajwas,बाजवास,,14,0108,29,,,2,0,False
259,Kukanwali,कुकनवाली,,14,0110,30,,,2,0,False
260,Bhagwanpura,भगवानपुरा,,14,0110,30,,,1,0,False
261,Meethri,मीठडी,,14,0110,30,,,1,0,False
262,Gudhasalt,गुढासाल्‍ट,,14,0110,30,,,1,0,False
263,Maroth,मारोठ,,14,0110,30,,,2,0,False
264,Minda,मीण्‍डा,,14,0110,30,,,1,0,False
265,Ghatwa,घाटवा,,14,0110,30,,,1,0,False
266,Lalas,लालास,,14,0110,30,,,1,0,False
267,Jeeliya,जिलिया,,14,0110,30,,,1,0,False
268,Panchwa,पांचवा,,14,0110,30,,,1,0,False
269,Devlikalaan,देवलीकलॉ,,14,0110,30,,,1,0,False
270,Hudeel,हुडील,,14,0110,30,,,1,0,False
271,Kuchaman City,कुचामन सिटी,,14,0141,30,,,4,0,False
272,Nawan City,नावं सिटी,,14,0110,30,,,2,0,False
273,District hospital Nagaur,जिला अस्‍पताल नागौर	,,14,0000,,,,5,0,False
274,City Dispensary Nagaur,सिटी डिस्‍पेंसरी नागोर,,14,0000,,,,8,0,False
275,City Dispensary Didwana,सिटी डिस्‍पेंसरी डिडवाना,,14,0000,,,,8,0,False
276,Lamba Harisingh,लाम्‍बाहरिसिंह,,22,0159,31,,,1,0,False
277,Pachewar,पचेवर,,22,0159,31,,,1,0,False
278,Lawa,लावा,,22,0159,31,,,1,0,False
279,Diggi,डिग्‍गी,,22,0159,31,,,1,0,False
280,Soda,सोडा,,22,0159,31,,,1,0,False
281,Tordi,टोरडी,,22,0159,31,,,1,0,False
282,Chandsen,चान्‍दसेन,,22,0159,31,,,1,0,False
283,Malpura,मालपुरा,,22,0159,31,,,2,0,False
284,Raholi,राहोली	,,22,0161,32,,,1,0,False
285,Dangarthal,डांगरथल	,,22,0161,32,,,1,0,False
286,Chanani,चनानी	,,22,0161,32,,,1,0,False
287,Datwas,दतवास	,,22,0161,32,,,1,0,False
288,Jhilay,झिलाय	,,22,0161,32,,,1,0,False
289,Siras,सिरस	,,22,0161,32,,,1,0,False
290,Newai,निवाई	,,22,0161,32,,,2,0,False
291,Khreda,खरेडा,,22,0163,33,,,1,0,False
292,Barwas,बरवास	,,22,0163,33,,,1,0,False
293,Hameerpura,हमीरपुर,,22,0163,33,,,1,0,False
294,Mandolai,मांदोलाई,,22,0163,33,,,1,0,False
295,Todaraisingh,टोडारायसिंह,,22,0163,33,,,2,0,False
296,Ranoli,रानोली,,22,0162,34,,,1,0,False
297,Kathmana,कठमाना	,,22,0160,34,,,1,0,False
298,Bagri,बगडी	,,22,0160,34,,,1,0,False
299,Dardaturki,डारडातुर्कि,,22,0160,34,,,1,0,False
300,Naner,नानेर	,,22,0162,34,,,1,0,False
301,Pasrotia,पासरोटीया	,,22,0160,34,,,1,0,False
302,Gahlod,गहलोद	,,22,0160,34,,,1,0,False
303,Parana,पराना,,22,0162,34,,,1,0,False
304,Arniyakedar,अरनियाकेदार	,,22,0162,34,,,1,0,False
305,Bambor,बम्‍बोर	,,22,0162,34,,,1,0,False
306,Ahmadpura Chokki,अहमदपुरा चौकी	,,22,0162,34,,,1,0,False
307,Dardahind,डारडाहिन्‍द	,,22,0162,34,,,1,0,False
308,Mehandwas,मेहन्‍दवास	,,22,0162,34,,,1,0,False
309,Chhan,छान	,,22,0162,34,,,2,0,False
310,Bharni,भरनी	,,22,0162,34,,,1,0,False
311,Shankhana,साखना,,22,0162,34,,,1,0,False
312,Kabra,काबरा	,,22,0162,34,,,1,0,False
313,Lawadar,लवादर	,,22,0162,34,,,1,0,False
314,Peeplu,पीपलू	,,22,0160,34,,,2,0,False
315,Sitapura,सीतापुरा	,,22,0164,35,,,1,0,False
316,Nasirda,नासिरदा	,,22,0164,35,,,1,0,False
317,Ghad,घाड	,,22,0164,35,,,1,0,False
318,Nagarfort,नगरफोर्ट	,,22,0164,35,,,1,0,False
319,Dhuankalan,धुंवाकला	,,22,0164,35,,,1,0,False
320,Aanwa,आंवा	,,22,0164,35,,,1,0,False
321,Rajmahal,राजमहल	,,22,0164,35,,,1,0,False
322,Duni,दूनी	,,22,0164,35,,,2,0,False
323,Deoli,देवली	,,22,0164,35,,,2,0,False
324,Aligarh,अलीगढ	,,22,0165,36,,,2,0,False
325,Kakod,ककोड	,,22,0165,36,,,1,0,False
326,Banetha,बनेठा	,,22,0165,36,,,1,0,False
327,Uniara,उनियारा	,,22,0165,36,,,2,0,False
328,District Sahadat Hospital Tonk,डिस्ट्रिक्‍ट सहादत होस्पिटल, टोंक,,22,0162,,,,5,0,False
329,City Dispensary Takhta Tonk,सिटी डिस्‍पेंसरी तख्ता  टोंक,,22,0000,,,,8,0,False
330,City Dispensary Purani Aabadi Tonk,सिटी डिस्‍पेंसरी पुरानी आबादी टोंक,,22,0000,,,,8,0,False
331,City Dispensary Rajband Tonk,सिटी डिस्‍पेंसरी राजबंद टोंक,,22,0000,,,,8,0,False
332,City Dispensary Kali Palton Tonk,सिटी डिस्‍पेंसरी काली पलटन टोंक,,22,0000,,,,8,0,False
333,Police Dispensary Tonk,पुलिस  डिस्‍पेंसरी टोंक,,22,0000,,,,8,0,False
334,Jail Dispensary Tonk,जेल डिस्‍पेंसरी टोंक,,22,0000,,,,8,0,False
335,Baytukalan,बहतुकला,,6,0048,37,,,1,0,False
336,Kalwari,कालवा्डी,,6,0048,37,,,1,0,False
337,Tasai,तसई,,6,0048,37,,,1,0,False
338,Ramnagar,रामनगर,,6,0048,37,,,1,0,False
339,Khokar,खोखर,,6,0048,37,,,1,0,False
340,Kherli,खेडली,,6,0046,37,,,2,0,False
341,Kathumar,कठूमर,,6,0048,37,,,2,0,False
342,Pinan,पिनान,,6,0046,38,,,2,0,False
343,Ghdhi Sawairam,गढी सवाईराम,,6,0046,38,,,2,0,False
344,Jamdoli,जामडोली,,6,0046,38,,,1,0,False
345,Machri,माचाडी,,6,0046,38,,,1,0,False
346,Reni,रैणी,,6,0046,38,,,2,0,False
347,Nogawa,नौगावा,,6,0042,39,,,1,0,False
348,Untwal,उटवाल,,6,0042,39,,,1,0,False
349,Mubarikpur,मुबारिकपुर,,6,0042,39,,,1,0,False
350,Bamboli,बाम्‍बोली,,6,0042,39,,,1,0,False
351,Ramgarh,रामगढ,,6,0042,39,,,2,0,False
352,Rampur,रामपुर,,6,0044,40,,,2,0,False
353,Harsora,हरसौरा,,6,0044,40,,,1,0,False
354,Nimuchana,नीमूचाना,,6,0044,40,,,1,0,False
355,Hamirpur,हमीरपुर,,6,0044,40,,,1,0,False
356,Guta Shahpur,गूंता शाहपुर,,6,0044,40,,,1,0,False
357,Hajipur,हाजीपुर,,6,0044,40,,,1,0,False
358,Karana,कराना,,6,0044,40,,,1,0,False
359,Bansur,बानसूर,,6,0044,40,,,2,0,False
360,Baskrapalnagar,बासक़पालनगर,,6,0041,41,,,1,0,False
361,Bagherikala,बघेरी कला,,6,0041,41,,,1,0,False
362,Ismilepur,इस्‍माइलपुर,,6,0041,41,,,1,0,False
363,Bhadurpur,बहादुरपुर,,6,0041,41,,,1,0,False
364,Kishangarhbas,किशनगढबास,,6,0041,41,,,2,0,False
365,Kherthal,खैरथल,,6,0041,41,,,2,0,False
366,Baldevgarh,बलदेवगढ,,6,0046,42,,,1,0,False
367,Khodreb,खौ दरीबा,,6,0046,42,,,1,0,False
368,Rajpurbara,राजपुर बडा,,6,0046,42,,,1,0,False
369,Sakat,सकट,,6,0046,42,,,1,0,False
370,Gola ka bas,गोला का बास,,6,0046,42,,,1,0,False
371,Mallana,मल्‍लाना,,6,0046,42,,,1,0,False
372,Dhamred,धमरेड,,6,0046,42,,,1,0,False
373,Tehla,टहला,,6,0046,42,,,2,0,False
374,Rajgarh,राजगढ,,6,0046,42,,,2,0,False
375,Gandala,गनडाला ,,6,0037,43,,,1,0,False
376,Jakharana,जकराना,,6,0037,43,,,1,0,False
377,Tasing,तसिग,,6,0037,43,,,1,0,False
378,Bhetera,भिटेडा ,,6,0037,43,,,1,0,False
379,Jaguwas,जागुवास,,6,0037,43,,,1,0,False
380,Kohrana,कोहराना,,6,0037,43,,,1,0,False
381,Bardod,बर्डोड,,6,0037,43,,,2,0,False
382,Behror,बहरोड,,6,0037,43,,,2,0,False
383,Etera,ईटेडा,,6,0047,44,,,1,0,False
384,Barodamav,बडौदामेव,,6,0047,44,,,2,0,False
385,Mojpur,मौजपुर,,6,0047,44,,,1,0,False
386,Harsana,हरसाना,,6,0047,44,,,1,0,False
387,Jhalatala,झालाटाला,,6,0047,44,,,1,0,False
388,Laxmangarh,लक्ष्‍मणगढ,,6,0047,44,,,2,0,False
389,Govindgarh,गोविन्‍दगढ,,6,0047,44,,,2,0,False
390,Nangalwali,नांगलीबानी,,6,0045,45,,,1,0,False
391,Gudhachurani,गुढाचुरानी,,6,0045,45,,,1,0,False
392,Partapgarh,प्रतापगढ,,6,0045,45,,,1,0,False
393,Ajabgarh,अजबगढ,,6,0045,45,,,1,0,False
394,Kishori,किशोरी,,6,0045,45,,,1,0,False
395,Thanagazi,थानागाजी,,6,0045,45,,,2,0,False
396,Narayanpur,नारायणपुर,,6,0045,45,,,2,0,False
397,Harsoli,हरसोली,,6,0039,46,,,2,0,False
398,Jodiya,जोडिया,,6,0039,46,,,1,0,False
399,Pur,पुर,,6,0039,46,,,1,0,False
400,Bibirani,बीबीरानी,,6,0039,46,,,1,0,False
401,Kotkasim,कोटकासिम,,6,0039,46,,,2,0,False
402,Jhiwana,झिवाना,,6,0040,47,,,1,0,False
403,Ishroda,इसरोधा,,6,0040,47,,,1,0,False
404,Gahankar,घहनकर,,6,0040,47,,,2,0,False
405,Jairoli,जरोली,,6,0040,47,,,1,0,False
406,Tijara,तिजारा,,6,0040,47,,,2,0,False
407,Bhiwadi,भिवाडी,,6,0040,47,,,2,0,False
408,Tapukara,टपुकडा	,,6,0040,47,,,2,0,False
409,Kutina,कुतीना,,6,0037,48,,,1,0,False
410,Kaysha,कायसा,,6,0037,48,,,1,0,False
