PID,Name_E,Name_G,CID,DCode,TCode,BID,Code_16,Phy_VCode,Facility_Type,Is_Tribal,Is_Notional
70,PHC KATHIJORIYA,PHC KATHIJORIYA,,23,0179,32,504,,1,0,False
71,PHC KORAIYA,PHC KORAIYA,,23,0179,32,505,,1,0,False
72,PHC MAKRO,PHC MAKRO,,23,0179,32,506,,1,0,False
73,PHC GANDO,PHC GANDO,,23,0179,32,507,,1,0,False
74,PHC CHITADIH,PHC CHITADIH,,23,0179,32,508,,1,0,False
75,CHC JAMA,CHC JAMA,,23,0180,34,501,,2,0,False
76,PHC BARAPALASHI,PHC BARAPALASHI,,23,0180,34,502,,1,0,False
77,PHC CHIKINIYA,PHC CHIKINIYA,,23,0180,34,503,,1,0,False
78,PHC LAKSHMIPUR,PHC LAKSHMIPUR,,23,0180,34,504,,1,0,False
79,CHC GOPIKANDAR,CHC GOPIKANDAR,,23,0175,33,501,,2,0,False
80,PHC KARUDIH,PHC KARUDIH,,23,0175,33,502,,1,0,False
81,CHC RAMGARH,CHC RAMGARH,,23,0174,38,501,,2,0,False
82,PHC KARBINDHA,PHC KARBINDHA,,23,0174,38,502,,1,0,False
83,PHC GAMHARIYA,PHC GAMHARIYA,,23,0174,38,503,,1,0,False
85,PHC DARO,PHC DARO,,23,0174,38,504,,1,0,False
87,PHC NONIHAT,PHC NONIHAT,,23,0174,38,505,,1,0,False
88,CHC RANISHWAR,CHC RANISHWAR,,23,0178,37,501,,2,0,False
89,PHC AAMJORA,PHC AAMJORA,,23,0178,37,502,0,1,0,False
90,PHC BANSKULI,PHC BANSKULI,,23,0178,37,503,,1,0,False
91,PHC AASANBANI,PHC AASANBANI,,23,0178,37,504,,1,0,False
92,CHC MASALIA,CHC MASALIA,,23,0181,36,501,,2,0,False
93,PHC MOHANPUR,PHC MOHANPUR,,23,0181,36,502,,1,0,False
94,PHC DALAHI,PHC DALAHI,,23,0181,36,503,,1,0,False
95,CHC JARMUNDI,CHC JARMUNDI,,23,0173,35,501,,2,0,False
96,PHC SAHARA,PHC SAHARA,,23,0173,35,502,,1,0,False
97,PHC HARIPUR,PHC HARIPUR,,23,0173,35,503,,1,0,False
98,PHC TALJHARI,PHC TALJHARI,,23,0173,35,504,,1,0,False
99,PHC RAIKINARI,PHC RAIKINARI,,23,0173,35,505,,1,0,False
100,CHC GOLMURI-CUM-JUGSALAI,CHC GOLMURI-CUM-JUGSALAI,,18,0112,146,501,,2,0,False
101,PHC BELAJURI,PHC BELAJURI,,18,0112,146,502,0,1,0,False
102,PHC GHORABANDHA,PHC GHORABANDHA,,18,0112,146,503,,1,0,False
104,CHC POTKA,CHC POTKA,,18,0114,149,501,,2,0,False
105,PHC MAANPUR,PHC MAANPUR,,18,0114,149,502,,1,0,False
106,PHC HALDIPOKHAR,PHC HALDIPOKHAR,,18,0114,149,503,,1,0,False
107,CHC PATAMDA,CHC PATAMDA,,18,0110,148,501,,2,0,False
109,CHC GHATSILA,CHC GHATSILA,,18,0113,145,501,,2,0,False
